Case,Threads,Time
0,8,0.023000
0,8,0.023000
0,8,0.022000
0,8,0.023000
0,8,0.022000
0,8,0.022000
0,8,0.024000
0,8,0.022000
0,8,0.023000
0,8,0.026000
0,8,0.022000
0,8,0.024000
0,8,0.023000
0,8,0.022000
0,8,0.023000
0,8,0.023000
0,8,0.023000
0,8,0.024000
0,8,0.023000
0,8,0.022000
0,8,0.023000
0,8,0.023000
0,8,0.024000
0,8,0.023000
0,8,0.023000
0,8,0.023000
0,8,0.022000
0,8,0.024000
0,8,0.022000
0,8,0.024000
0,8,0.023000
0,8,0.023000
0,8,0.024000
0,8,0.024000
0,8,0.023000
0,8,0.023000
0,8,0.024000
0,8,0.024000
0,8,0.022000
0,8,0.023000
0,8,0.024000
0,8,0.023000
0,8,0.023000
0,8,0.023000
0,8,0.023000
0,8,0.023000
0,8,0.022000
0,8,0.022000
0,8,0.023000
1,1,0.016000
1,1,0.016000
1,1,0.017000
1,1,0.015000
1,1,0.018000
1,1,0.016000
1,1,0.017000
1,1,0.017000
1,1,0.016000
1,1,0.016000
1,1,0.016000
1,1,0.016000
1,1,0.016000
1,1,0.016000
1,1,0.016000
1,1,0.016000
1,1,0.020000
1,1,0.016000
1,1,0.015000
1,1,0.016000
1,1,0.017000
1,1,0.016000
1,1,0.016000
1,1,0.016000
1,1,0.015000
1,1,0.016000
1,1,0.018000
1,1,0.017000
1,1,0.017000
1,1,0.017000
1,1,0.016000
1,1,0.015000
1,1,0.021000
1,1,0.016000
1,1,0.016000
1,1,0.015000
1,1,0.016000
1,1,0.017000
1,1,0.016000
1,1,0.016000
1,1,0.015000
1,1,0.016000
1,1,0.017000
1,1,0.016000
1,1,0.016000
1,1,0.017000
1,1,0.018000
1,1,0.018000
1,1,0.018000
1,1,0.017000
1,1,0.018000
1,1,0.017000
1,1,0.017000
1,1,0.016000
1,1,0.017000
1,1,0.017000
1,1,0.017000
1,1,0.020000
1,1,0.015000
1,1,0.016000
1,1,0.016000
1,1,0.017000
1,1,0.016000
1,1,0.017000
1,1,0.016000
1,1,0.017000
1,1,0.018000
1,1,0.018000
1,1,0.015000
1,1,0.018000
1,1,0.019000
1,1,0.016000
1,1,0.016000
1,1,0.017000
1,1,0.016000
1,1,0.016000
1,1,0.017000
1,1,0.016000
1,1,0.016000
1,1,0.016000
1,1,0.016000
1,1,0.016000
1,1,0.016000
1,1,0.016000
1,1,0.016000
1,1,0.016000
1,1,0.017000
1,1,0.016000
1,1,0.017000
1,1,0.016000
1,1,0.017000
1,1,0.016000
1,1,0.017000
1,1,0.017000
1,1,0.017000
1,1,0.016000
1,1,0.015000
1,1,0.016000
1,1,0.015000
1,1,0.016000
1,2,0.020000
1,2,0.021000
1,2,0.022000
1,2,0.020000
1,2,0.022000
1,2,0.024000
1,2,0.022000
1,2,0.022000
1,2,0.022000
1,2,0.023000
1,2,0.022000
1,2,0.022000
1,2,0.021000
1,2,0.022000
1,2,0.022000
1,2,0.022000
1,2,0.022000
1,2,0.021000
1,2,0.021000
1,2,0.023000
1,2,0.021000
1,2,0.021000
1,2,0.023000
1,2,0.021000
1,2,0.024000
1,2,0.022000
1,2,0.021000
1,2,0.023000
1,2,0.023000
1,2,0.024000
1,2,0.027000
1,2,0.024000
1,2,0.022000
1,2,0.021000
1,2,0.021000
1,2,0.020000
1,2,0.021000
1,2,0.021000
1,2,0.020000
1,2,0.020000
1,2,0.023000
1,2,0.022000
1,2,0.022000
1,2,0.021000
1,2,0.021000
1,2,0.021000
1,2,0.020000
1,2,0.020000
1,2,0.022000
1,2,0.022000
1,2,0.022000
1,2,0.021000
1,2,0.019000
1,2,0.025000
1,2,0.022000
1,2,0.020000
1,2,0.022000
1,2,0.020000
1,2,0.023000
1,2,0.020000
1,2,0.023000
1,2,0.022000
1,2,0.022000
1,2,0.022000
1,2,0.020000
1,2,0.021000
1,2,0.020000
1,2,0.022000
1,2,0.022000
1,2,0.020000
1,2,0.022000
1,2,0.022000
1,2,0.021000
1,2,0.022000
1,2,0.023000
1,2,0.021000
1,2,0.021000
1,2,0.022000
1,2,0.022000
1,2,0.021000
1,2,0.020000
1,2,0.020000
1,2,0.021000
1,2,0.021000
1,2,0.022000
1,2,0.022000
1,2,0.019000
1,2,0.021000
1,2,0.021000
1,2,0.022000
1,2,0.021000
1,2,0.023000
1,2,0.022000
1,2,0.022000
1,2,0.023000
1,2,0.026000
1,2,0.022000
1,2,0.021000
1,2,0.022000
1,2,0.022000
1,4,0.022000
1,4,0.024000
1,4,0.022000
1,4,0.022000
1,4,0.023000
1,4,0.023000
1,4,0.022000
1,4,0.022000
1,4,0.020000
1,4,0.021000
1,4,0.023000
1,4,0.022000
1,4,0.022000
1,4,0.023000
1,4,0.023000
1,4,0.022000
1,4,0.022000
1,4,0.021000
1,4,0.024000
1,4,0.022000
1,4,0.021000
1,4,0.022000
1,4,0.023000
1,4,0.023000
1,4,0.021000
1,4,0.022000
1,4,0.022000
1,4,0.022000
1,4,0.021000
1,4,0.022000
1,4,0.023000
1,4,0.023000
1,4,0.023000
1,4,0.023000
1,4,0.022000
1,4,0.022000
1,4,0.022000
1,4,0.021000
1,4,0.021000
1,4,0.022000
1,4,0.023000
1,4,0.022000
1,4,0.022000
1,4,0.022000
1,4,0.022000
1,4,0.023000
1,4,0.021000
1,4,0.023000
1,4,0.022000
1,4,0.022000
1,4,0.022000
1,4,0.022000
1,4,0.023000
1,4,0.022000
1,4,0.021000
1,4,0.021000
1,4,0.023000
1,4,0.022000
1,4,0.023000
1,4,0.022000
1,4,0.023000
1,4,0.023000
1,4,0.021000
1,4,0.021000
1,4,0.023000
1,4,0.022000
1,4,0.021000
1,4,0.021000
1,4,0.021000
1,4,0.021000
1,4,0.022000
1,4,0.022000
1,4,0.023000
1,4,0.027000
1,4,0.022000
1,4,0.022000
1,4,0.023000
1,4,0.021000
1,4,0.023000
1,4,0.021000
1,4,0.024000
1,4,0.030000
1,4,0.023000
1,4,0.022000
1,4,0.022000
1,4,0.021000
1,4,0.022000
1,4,0.022000
1,4,0.021000
1,4,0.023000
1,4,0.022000
1,4,0.022000
1,4,0.021000
1,4,0.023000
1,4,0.023000
1,4,0.023000
1,4,0.022000
1,4,0.023000
1,4,0.025000
1,4,0.022000
1,8,0.023000
1,8,0.024000
1,8,0.025000
1,8,0.025000
1,8,0.024000
1,8,0.023000
1,8,0.024000
1,8,0.024000
1,8,0.022000
1,8,0.023000
1,8,0.023000
1,8,0.023000
1,8,0.025000
1,8,0.025000
1,8,0.024000
1,8,0.025000
1,8,0.024000
1,8,0.025000
1,8,0.022000
1,8,0.025000
1,8,0.023000
1,8,0.024000
1,8,0.023000
1,8,0.026000
1,8,0.024000
1,8,0.024000
1,8,0.024000
1,8,0.027000
1,8,0.022000
1,8,0.027000
1,8,0.023000
1,8,0.023000
1,8,0.023000
1,8,0.023000
1,8,0.021000
1,8,0.023000
1,8,0.022000
1,8,0.022000
1,8,0.022000
1,8,0.023000
1,8,0.024000
1,8,0.024000
1,8,0.023000
1,8,0.022000
1,8,0.023000
1,8,0.023000
1,8,0.023000
1,8,0.023000
1,8,0.026000
1,8,0.023000
1,8,0.022000
1,8,0.023000
1,8,0.025000
1,8,0.024000
1,8,0.022000
1,8,0.022000
1,8,0.023000
1,8,0.023000
1,8,0.023000
1,8,0.023000
1,8,0.023000
1,8,0.024000
1,8,0.024000
1,8,0.023000
1,8,0.022000
1,8,0.023000
1,8,0.023000
1,8,0.023000
1,8,0.022000
1,8,0.023000
1,8,0.022000
1,8,0.028000
1,8,0.025000
1,8,0.021000
1,8,0.023000
1,8,0.024000
1,8,0.023000
1,8,0.024000
1,8,0.022000
1,8,0.023000
1,8,0.023000
1,8,0.023000
1,8,0.023000
1,8,0.022000
1,8,0.022000
1,8,0.023000
1,8,0.022000
1,8,0.023000
1,8,0.022000
1,8,0.023000
1,8,0.023000
1,8,0.023000
1,8,0.022000
1,8,0.022000
1,8,0.023000
1,8,0.022000
1,8,0.022000
1,8,0.022000
1,8,0.023000
1,8,0.023000
2,1,0.016000
2,1,0.016000
2,1,0.020000
2,1,0.016000
2,1,0.018000
2,1,0.019000
2,1,0.017000
2,1,0.016000
2,1,0.018000
2,1,0.017000
2,1,0.015000
2,1,0.017000
2,1,0.020000
2,1,0.021000
2,1,0.018000
2,1,0.016000
2,1,0.016000
2,1,0.016000
2,1,0.017000
2,1,0.017000
2,1,0.016000
2,1,0.016000
2,1,0.018000
2,1,0.019000
2,1,0.017000
2,1,0.021000
2,1,0.018000
2,1,0.017000
2,1,0.016000
2,1,0.017000
2,1,0.016000
2,1,0.016000
2,1,0.016000
2,1,0.019000
2,1,0.016000
2,1,0.016000
2,1,0.016000
2,1,0.016000
2,1,0.016000
2,1,0.016000
2,1,0.018000
2,1,0.021000
2,1,0.017000
2,1,0.017000
2,1,0.017000
2,1,0.017000
2,1,0.017000
2,1,0.017000
2,1,0.016000
2,1,0.017000
2,1,0.016000
2,1,0.018000
2,1,0.017000
2,1,0.015000
2,1,0.015000
2,1,0.016000
2,1,0.015000
2,1,0.018000
2,1,0.019000
2,1,0.021000
2,1,0.020000
2,1,0.016000
2,1,0.016000
2,1,0.018000
2,1,0.015000
2,1,0.016000
2,1,0.017000
2,1,0.016000
2,1,0.015000
2,1,0.016000
2,1,0.016000
2,1,0.016000
2,1,0.017000
2,1,0.016000
2,1,0.017000
2,1,0.019000
2,1,0.018000
2,1,0.016000
2,1,0.016000
2,1,0.016000
2,1,0.016000
2,1,0.015000
2,1,0.017000
2,1,0.016000
2,1,0.019000
2,1,0.017000
2,1,0.017000
2,1,0.017000
2,1,0.017000
2,1,0.019000
2,1,0.016000
2,1,0.017000
2,1,0.017000
2,1,0.016000
2,1,0.016000
2,1,0.016000
2,1,0.015000
2,1,0.016000
2,1,0.017000
2,1,0.017000
2,2,0.020000
2,2,0.022000
2,2,0.021000
2,2,0.023000
2,2,0.022000
2,2,0.021000
2,2,0.023000
2,2,0.022000
2,2,0.022000
2,2,0.022000
2,2,0.026000
2,2,0.021000
2,2,0.021000
2,2,0.025000
2,2,0.024000
2,2,0.022000
2,2,0.024000
2,2,0.020000
2,2,0.022000
2,2,0.020000
2,2,0.021000
2,2,0.021000
2,2,0.022000
2,2,0.021000
2,2,0.022000
2,2,0.023000
2,2,0.022000
2,2,0.025000
2,2,0.021000
2,2,0.021000
2,2,0.022000
2,2,0.024000
2,2,0.024000
2,2,0.024000
2,2,0.021000
2,2,0.022000
2,2,0.020000
2,2,0.020000
2,2,0.022000
2,2,0.022000
2,2,0.021000
2,2,0.021000
2,2,0.020000
2,2,0.021000
2,2,0.022000
2,2,0.021000
2,2,0.021000
2,2,0.019000
2,2,0.020000
2,2,0.021000
2,2,0.021000
2,2,0.023000
2,2,0.021000
2,2,0.025000
2,2,0.021000
2,2,0.021000
2,2,0.021000
2,2,0.020000
2,2,0.022000
2,2,0.023000
2,2,0.019000
2,2,0.022000
2,2,0.022000
2,2,0.022000
2,2,0.021000
2,2,0.022000
2,2,0.022000
2,2,0.019000
2,2,0.021000
2,2,0.020000
2,2,0.023000
2,2,0.020000
2,2,0.022000
2,2,0.022000
2,2,0.019000
2,2,0.021000
2,2,0.021000
2,2,0.022000
2,2,0.021000
2,2,0.022000
2,2,0.021000
2,2,0.020000
2,2,0.022000
2,2,0.022000
2,2,0.021000
2,2,0.020000
2,2,0.022000
2,2,0.021000
2,2,0.022000
2,2,0.021000
2,2,0.020000
2,2,0.021000
2,2,0.021000
2,2,0.022000
2,2,0.023000
2,2,0.021000
2,2,0.020000
2,2,0.020000
2,2,0.021000
2,2,0.021000
2,4,0.023000
2,4,0.022000
2,4,0.023000
2,4,0.021000
2,4,0.022000
2,4,0.024000
2,4,0.022000
2,4,0.022000
2,4,0.022000
2,4,0.022000
2,4,0.022000
2,4,0.022000
2,4,0.022000
2,4,0.023000
2,4,0.022000
2,4,0.021000
2,4,0.023000
2,4,0.023000
2,4,0.023000
2,4,0.025000
2,4,0.027000
2,4,0.021000
2,4,0.023000
2,4,0.026000
2,4,0.021000
2,4,0.022000
2,4,0.023000
2,4,0.023000
2,4,0.022000
2,4,0.022000
2,4,0.021000
2,4,0.022000
2,4,0.021000
2,4,0.022000
2,4,0.023000
2,4,0.023000
2,4,0.021000
2,4,0.022000
2,4,0.023000
2,4,0.023000
2,4,0.021000
2,4,0.027000
2,4,0.027000
2,4,0.022000
2,4,0.023000
2,4,0.021000
2,4,0.023000
2,4,0.023000
2,4,0.026000
2,4,0.022000
2,4,0.023000
2,4,0.023000
2,4,0.022000
2,4,0.022000
2,4,0.021000
2,4,0.022000
2,4,0.023000
2,4,0.023000
2,4,0.022000
2,4,0.022000
2,4,0.023000
2,4,0.023000
2,4,0.023000
2,4,0.022000
2,4,0.023000
2,4,0.023000
2,4,0.023000
2,4,0.023000
2,4,0.024000
2,4,0.021000
2,4,0.023000
2,4,0.024000
2,4,0.023000
2,4,0.025000
2,4,0.024000
2,4,0.024000
2,4,0.023000
2,4,0.023000
2,4,0.022000
2,4,0.022000
2,4,0.022000
2,4,0.022000
2,4,0.023000
2,4,0.022000
2,4,0.022000
2,4,0.023000
2,4,0.022000
2,4,0.023000
2,4,0.023000
2,4,0.024000
2,4,0.022000
2,4,0.023000
2,4,0.023000
2,4,0.022000
2,4,0.022000
2,4,0.022000
2,4,0.023000
2,4,0.021000
2,4,0.023000
2,4,0.023000
2,8,0.023000
2,8,0.022000
2,8,0.022000
2,8,0.023000
2,8,0.023000
2,8,0.023000
2,8,0.023000
2,8,0.023000
2,8,0.023000
2,8,0.022000
2,8,0.023000
2,8,0.023000
2,8,0.024000
2,8,0.022000
2,8,0.023000
2,8,0.023000
2,8,0.022000
2,8,0.023000
2,8,0.023000
2,8,0.026000
2,8,0.024000
2,8,0.023000
2,8,0.025000
2,8,0.024000
2,8,0.023000
2,8,0.022000
2,8,0.023000
2,8,0.024000
2,8,0.023000
2,8,0.023000
2,8,0.022000
2,8,0.024000
2,8,0.024000
2,8,0.023000
2,8,0.024000
2,8,0.025000
2,8,0.024000
2,8,0.024000
2,8,0.024000
2,8,0.023000
2,8,0.024000
2,8,0.025000
2,8,0.024000
2,8,0.026000
2,8,0.025000
2,8,0.024000
2,8,0.023000
2,8,0.024000
2,8,0.023000
2,8,0.022000
2,8,0.025000
2,8,0.023000
2,8,0.023000
2,8,0.022000
2,8,0.022000
2,8,0.022000
2,8,0.023000
2,8,0.023000
2,8,0.023000
2,8,0.023000
2,8,0.023000
2,8,0.023000
2,8,0.023000
2,8,0.023000
2,8,0.023000
2,8,0.022000
2,8,0.022000
2,8,0.023000
2,8,0.022000
2,8,0.022000
2,8,0.023000
2,8,0.023000
2,8,0.023000
2,8,0.022000
2,8,0.024000
2,8,0.023000
2,8,0.023000
2,8,0.024000
2,8,0.022000
2,8,0.023000
2,8,0.024000
2,8,0.023000
2,8,0.024000
2,8,0.022000
2,8,0.023000
2,8,0.023000
2,8,0.022000
2,8,0.024000
2,8,0.023000
2,8,0.022000
2,8,0.023000
2,8,0.022000
2,8,0.022000
2,8,0.023000
2,8,0.023000
2,8,0.024000
2,8,0.024000
2,8,0.024000
2,8,0.023000
2,8,0.022000
